split,id
train,human_sexuality/dev/4
train,international_law/dev/0
train,international_law/dev/1
train,international_law/dev/2
train,international_law/dev/3
train,international_law/dev/4
train,jurisprudence/dev/0
train,jurisprudence/dev/1
train,jurisprudence/dev/2
train,jurisprudence/dev/3
train,jurisprudence/dev/4
train,logical_fallacies/dev/0
train,logical_fallacies/dev/1
train,logical_fallacies/dev/2
train,logical_fallacies/dev/3
train,logical_fallacies/dev/4
train,management/dev/0
train,management/dev/1
train,management/dev/2
train,management/dev/3
train,management/dev/4
train,marketing/dev/0
train,marketing/dev/1
train,marketing/dev/2
train,marketing/dev/3
train,marketing/dev/4
train,miscellaneous/dev/0
train,miscellaneous/dev/1
train,miscellaneous/dev/2
train,miscellaneous/dev/3
train,miscellaneous/dev/4
train,moral_disputes/dev/0
train,moral_disputes/dev/1
train,moral_disputes/dev/2
train,moral_disputes/dev/3
train,moral_disputes/dev/4
train,nutrition/dev/0
train,nutrition/dev/1
train,nutrition/dev/2
train,nutrition/dev/3
train,nutrition/dev/4
train,philosophy/dev/0
train,philosophy/dev/1
train,philosophy/dev/2
train,philosophy/dev/3
train,philosophy/dev/4
train,prehistory/dev/0
train,prehistory/dev/1
train,prehistory/dev/2
train,prehistory/dev/3
train,prehistory/dev/4
train,professional_accounting/dev/0
train,professional_accounting/dev/1
train,professional_accounting/dev/2
train,professional_accounting/dev/3
train,professional_accounting/dev/4
train,professional_law/dev/0
train,professional_law/dev/1
train,professional_law/dev/2
train,professional_law/dev/3
train,professional_law/dev/4
train,professional_medicine/dev/0
train,professional_medicine/dev/1
train,professional_medicine/dev/2
train,professional_medicine/dev/3
train,professional_medicine/dev/4
train,professional_psychology/dev/0
train,professional_psychology/dev/1
train,professional_psychology/dev/2
train,professional_psychology/dev/3
train,professional_psychology/dev/4
train,public_relations/dev/0
train,public_relations/dev/1
train,public_relations/dev/2
train,public_relations/dev/3
train,public_relations/dev/4
train,security_studies/dev/0
train,security_studies/dev/1
train,security_studies/dev/2
train,security_studies/dev/3
train,security_studies/dev/4
train,sociology/dev/0
train,sociology/dev/1
train,sociology/dev/2
train,sociology/dev/3
train,sociology/dev/4
train,us_foreign_policy/dev/0
train,us_foreign_policy/dev/1
train,us_foreign_policy/dev/2
train,us_foreign_policy/dev/3
train,us_foreign_policy/dev/4
train,virology/dev/0
train,virology/dev/1
train,virology/dev/2
train,virology/dev/3
train,virology/dev/4
test,astronomy/test/107
test,astronomy/test/58
test,business_ethics/test/10
test,business_ethics/test/14
test,business_ethics/test/25
test,business_ethics/test/27
test,business_ethics/test/44
test,business_ethics/test/52
test,business_ethics/test/54
test,business_ethics/test/57
test,business_ethics/test/65
test,business_ethics/test/72
test,business_ethics/test/74
test,business_ethics/test/75
test,business_ethics/test/83
test,business_ethics/test/85
test,business_ethics/test/86
test,business_ethics/test/98
test,college_biology/test/138
test,college_biology/test/80
test,college_chemistry/test/20
test,college_chemistry/test/22
test,college_mathematics/test/48
test,college_mathematics/test/6
test,college_medicine/test/124
test,college_medicine/test/143
test,electrical_engineering/test/108
test,electrical_engineering/test/22
test,electrical_engineering/test/73
test,electrical_engineering/test/78
test,elementary_mathematics/test/126
test,elementary_mathematics/test/132
test,elementary_mathematics/test/18
test,elementary_mathematics/test/267
test,elementary_mathematics/test/298
test,elementary_mathematics/test/326
test,elementary_mathematics/test/8
test,elementary_mathematics/test/99
test,global_facts/test/11
test,global_facts/test/13
test,global_facts/test/14
test,global_facts/test/24
test,global_facts/test/57
test,global_facts/test/59
test,global_facts/test/60
test,global_facts/test/7
test,global_facts/test/70
test,global_facts/test/75
test,global_facts/test/77
test,global_facts/test/9
test,global_facts/test/95
test,global_facts/test/96
test,high_school_chemistry/test/82
test,high_school_chemistry/test/98
test,high_school_computer_science/test/17
test,high_school_computer_science/test/54
test,high_school_european_history/test/11
test,high_school_european_history/test/122
test,high_school_european_history/test/138
test,high_school_european_history/test/30
test,high_school_european_history/test/37
test,high_school_european_history/test/43
test,high_school_european_history/test/55
test,high_school_european_history/test/66
test,high_school_european_history/test/9
test,high_school_european_history/test/93
test,high_school_geography/test/102
test,high_school_geography/test/124
test,high_school_geography/test/125
test,high_school_geography/test/145
test,high_school_geography/test/148
test,high_school_geography/test/150
test,high_school_geography/test/152
test,high_school_geography/test/27
test,high_school_geography/test/60
test,high_school_geography/test/61
test,high_school_geography/test/92
test,high_school_geography/test/98
test,high_school_government_and_politics/test/131
test,high_school_government_and_politics/test/159
test,high_school_government_and_politics/test/173
test,high_school_government_and_politics/test/81
test,high_school_macroeconomics/test/133
test,high_school_macroeconomics/test/17
test,high_school_macroeconomics/test/18
test,high_school_macroeconomics/test/185
test,high_school_macroeconomics/test/210
test,high_school_macroeconomics/test/266
test,high_school_macroeconomics/test/298
test,high_school_macroeconomics/test/313
test,high_school_macroeconomics/test/365
test,high_school_macroeconomics/test/43
test,high_school_mathematics/test/122
test,high_school_mathematics/test/145
test,high_school_microeconomics/test/139
test,high_school_microeconomics/test/169
test,high_school_physics/test/10
test,high_school_physics/test/105
test,high_school_physics/test/119
test,high_school_physics/test/12
test,high_school_physics/test/140
test,high_school_physics/test/147
test,high_school_physics/test/16
test,high_school_physics/test/55
test,high_school_physics/test/72
test,high_school_physics/test/79
test,high_school_physics/test/85
test,high_school_physics/test/88
test,high_school_psychology/test/168
test,high_school_psychology/test/238
test,high_school_psychology/test/281
test,high_school_psychology/test/309
test,high_school_psychology/test/314
test,high_school_psychology/test/404
test,high_school_psychology/test/419
test,high_school_psychology/test/496
test,high_school_psychology/test/501
test,high_school_psychology/test/82
test,high_school_statistics/test/107
test,high_school_statistics/test/124
test,high_school_statistics/test/15
test,high_school_statistics/test/158
test,high_school_statistics/test/191
test,high_school_statistics/test/25
test,high_school_statistics/test/33
test,high_school_statistics/test/63
test,high_school_us_history/test/10
test,high_school_us_history/test/115
test,high_school_us_history/test/123
test,high_school_us_history/test/13
test,high_school_us_history/test/130
test,high_school_us_history/test/17
test,high_school_us_history/test/187
test,high_school_us_history/test/8
test,high_school_us_history/test/88
test,high_school_us_history/test/89
test,high_school_world_history/test/115
test,high_school_world_history/test/145
test,high_school_world_history/test/157
test,high_school_world_history/test/187
test,high_school_world_history/test/225
test,high_school_world_history/test/33
test,high_school_world_history/test/58
test,high_school_world_history/test/67
test,high_school_world_history/test/87
test,high_school_world_history/test/93
test,human_aging/test/107
test,human_aging/test/114
test,human_aging/test/121
test,human_aging/test/123
test,human_aging/test/148
test,human_aging/test/155
test,human_aging/test/167
test,human_aging/test/173
test,human_aging/test/181
test,human_aging/test/186
test,human_aging/test/196
test,human_aging/test/201
test,human_aging/test/21
test,human_aging/test/26
test,human_aging/test/56
test,human_aging/test/59
test,human_sexuality/test/101
test,human_sexuality/test/104
test,human_sexuality/test/106
test,human_sexuality/test/107
test,human_sexuality/test/128
test,human_sexuality/test/13
test,human_sexuality/test/23
test,human_sexuality/test/24
test,human_sexuality/test/74
test,human_sexuality/test/9
test,international_law/test/100
test,international_law/test/110
test,international_law/test/17
test,international_law/test/19
test,international_law/test/42
test,international_law/test/50
test,international_law/test/51
test,international_law/test/63
test,international_law/test/7
test,international_law/test/76
test,jurisprudence/test/10
test,jurisprudence/test/101
test,jurisprudence/test/33
test,jurisprudence/test/40
test,jurisprudence/test/42
test,jurisprudence/test/62
test,jurisprudence/test/69
test,jurisprudence/test/7
test,jurisprudence/test/73
test,jurisprudence/test/81
test,logical_fallacies/test/130
test,logical_fallacies/test/134
test,logical_fallacies/test/138
test,logical_fallacies/test/156
test,logical_fallacies/test/23
test,logical_fallacies/test/32
test,logical_fallacies/test/34
test,logical_fallacies/test/53
test,logical_fallacies/test/68
test,logical_fallacies/test/90
test,management/test/11
test,management/test/12
test,management/test/26
test,management/test/49
test,management/test/5
test,management/test/52
test,management/test/59
test,management/test/6
test,management/test/63
test,management/test/7
test,management/test/70
test,management/test/79
test,management/test/86
test,management/test/9
test,management/test/96
test,management/test/98
test,marketing/test/132
test,marketing/test/141
test,marketing/test/149
test,marketing/test/173
test,marketing/test/184
test,marketing/test/33
test,marketing/test/34
test,marketing/test/4
test,marketing/test/65
test,marketing/test/99
test,miscellaneous/test/15
test,miscellaneous/test/173
test,miscellaneous/test/174
test,miscellaneous/test/210
test,miscellaneous/test/217
test,miscellaneous/test/219
test,miscellaneous/test/26
test,miscellaneous/test/268
test,miscellaneous/test/269
test,miscellaneous/test/271
test,miscellaneous/test/287
test,miscellaneous/test/3
test,miscellaneous/test/309
test,miscellaneous/test/322
test,miscellaneous/test/367
test,miscellaneous/test/39
test,miscellaneous/test/430
test,miscellaneous/test/45
test,miscellaneous/test/460
test,miscellaneous/test/469
test,miscellaneous/test/473
test,miscellaneous/test/498
test,miscellaneous/test/504
test,miscellaneous/test/51
test,miscellaneous/test/550
test,miscellaneous/test/570
test,miscellaneous/test/577
test,miscellaneous/test/579
test,miscellaneous/test/602
test,miscellaneous/test/612
test,miscellaneous/test/624
test,miscellaneous/test/627
test,miscellaneous/test/629
test,miscellaneous/test/641
test,miscellaneous/test/647
test,miscellaneous/test/648
test,miscellaneous/test/662
test,miscellaneous/test/668
test,miscellaneous/test/708
test,miscellaneous/test/755
test,miscellaneous/test/760
test,miscellaneous/test/92
test,moral_disputes/test/14
test,moral_disputes/test/153
test,moral_disputes/test/162
test,moral_disputes/test/182
test,moral_disputes/test/221
test,moral_disputes/test/285
test,moral_disputes/test/30
test,moral_disputes/test/321
test,moral_disputes/test/48
test,moral_disputes/test/60
test,nutrition/test/14
test,nutrition/test/140
test,nutrition/test/19
test,nutrition/test/209
test,nutrition/test/223
test,nutrition/test/243
test,nutrition/test/252
test,nutrition/test/88
test,philosophy/test/128
test,philosophy/test/138
test,philosophy/test/139
test,philosophy/test/163
test,philosophy/test/194
test,philosophy/test/26
test,philosophy/test/263
test,philosophy/test/277
test,philosophy/test/290
test,philosophy/test/305
test,philosophy/test/42
test,philosophy/test/45
test,prehistory/test/182
test,prehistory/test/187
test,prehistory/test/195
test,prehistory/test/211
test,prehistory/test/255
test,prehistory/test/261
test,prehistory/test/265
test,prehistory/test/285
test,prehistory/test/63
test,prehistory/test/80
test,professional_accounting/test/106
test,professional_accounting/test/127
test,professional_accounting/test/142
test,professional_accounting/test/151
test,professional_accounting/test/156
test,professional_accounting/test/168
test,professional_accounting/test/175
test,professional_accounting/test/18
test,professional_accounting/test/198
test,professional_accounting/test/216
test,professional_accounting/test/224
test,professional_accounting/test/228
test,professional_accounting/test/24
test,professional_accounting/test/265
test,professional_accounting/test/36
test,professional_accounting/test/84
test,professional_law/test/108
test,professional_law/test/1096
test,professional_law/test/1131
test,professional_law/test/1204
test,professional_law/test/1255
test,professional_law/test/273
test,professional_law/test/352
test,professional_law/test/36
test,professional_law/test/494
test,professional_law/test/527
test,professional_medicine/test/146
test,professional_medicine/test/254
test,professional_psychology/test/134
test,professional_psychology/test/170
test,professional_psychology/test/179
test,professional_psychology/test/224
test,professional_psychology/test/260
test,professional_psychology/test/313
test,professional_psychology/test/41
test,professional_psychology/test/427
test,professional_psychology/test/475
test,professional_psychology/test/536
test,professional_psychology/test/565
test,professional_psychology/test/579
test,public_relations/test/103
test,public_relations/test/15
test,public_relations/test/16
test,public_relations/test/18
test,public_relations/test/3
test,public_relations/test/62
test,public_relations/test/69
test,public_relations/test/84
test,public_relations/test/9
test,public_relations/test/96
test,security_studies/test/110
test,security_studies/test/133
test,security_studies/test/145
test,security_studies/test/151
test,security_studies/test/198
test,security_studies/test/221
test,security_studies/test/36
test,security_studies/test/37
test,security_studies/test/73
test,security_studies/test/86
test,sociology/test/102
test,sociology/test/118
test,sociology/test/126
test,sociology/test/127
test,sociology/test/145
test,sociology/test/159
test,sociology/test/160
test,sociology/test/168
test,sociology/test/173
test,sociology/test/183
test,sociology/test/45
test,sociology/test/52
test,us_foreign_policy/test/21
test,us_foreign_policy/test/31
test,us_foreign_policy/test/40
test,us_foreign_policy/test/46
test,us_foreign_policy/test/5
test,us_foreign_policy/test/52
test,us_foreign_policy/test/62
test,us_foreign_policy/test/83
test,us_foreign_policy/test/87
test,us_foreign_policy/test/98
test,virology/test/106
test,virology/test/122
test,virology/test/135
test,virology/test/142
test,virology/test/145
test,virology/test/72
test,virology/test/91
test,virology/test/99
